File No,Applicant Name,Location/ Controlled Area,Purpose,Activity,Granted Area,District,CLU Permission on,CLU Corrigendum on,clu_year,Sl. No.,Location on Map
CLU/KL-887,Sh. H.C. Deshwal,Gharaunda,Commercial,Retail Outlet of Essar Oil Ltd.,1576.15sqm.,Karnal,10/04/2017,--,2017,85,Map View
CLU/KL-890,"Sh. Raj Singh, Sh. Rakesh Singh & Sh. Suresh Ss/o Sh. Jabar Singh, Smt. Kavita W/o Sh. Suresh, Smt. Pooja W/o Sh. Pardeep, Smt. Mamta W/o Sh. Naresh",Gharaunda,Warehouse,Food Grain Godown,10091.8sqm.,Karnal,06/03/2017,--,2017,46,Map View
CLU/KL-892,Sh. Ankush Goel S/o Sh. Amit Goel,Karnal,Industrial,Seeds Processing Unit,6146.16sqm.,Karnal,05/12/2017,--,2017,269,Map View
CLU/KL-896,Jai Kumar S/o Sh. Gian Chand,Indri,Warehouse,LPG Godown,906.64sqm.,Karnal,24/05/2017,--,2017,115,Map View
CLU/KL-904,Sh. Surender Pal Singh S/o Sh. Dilip Singh,Nilokheri-Taraori,Recreational,Amusement Park,16628.6sqm.,Karnal,29/11/2017,--,2017,261,Map View
CLU/KL-908,"Executive Engineer, PWD",---,,PWD Rest House,6576.09sqm.,Karnal,20/11/2017,--,2017,253,Map View
CLU/KL-909,Sh. Anil Kaishver S/o Sh. Amrit Lal,Nilokheri-Taraori,Commercial,Retail Outlet of IOCL,1150.8sqm.,Karnal,07/09/2017,--,2017,190,Map View
CLU/KL-911,"Sh. Harsh Lamba S/o Sh. Bal Krishan Lamba, Smt. Veena Rani W/o Sh. Bal Krishan Lamba",Indri,Industrial,Industrial Unit,6840sqm.,Karnal,01/08/2017,--,2017,165,Map View
CLU/KL-921,Sh. Rajeev Mukul S/o Sh. Jagdeep Chand,Karnal,Industrial,Industrial Unit,7394.84sqm.,Karnal,05/12/2017,--,2017,268,Map View
CLU/KL-656,Naraini Educational and Charitable Society,Karnal,Institutional,"MBA/BBA, B.Ed. College & Sr. Sec. School",30275sqm.,Karnal,06/11/2018,--,2018,266,Map View
CLU/KL-866B,Beri Udyog Ltd.,Gharaunda,Industrial,Industrial Unit,4214.05sqm.,Karnal,07/03/2018,--,2018,76,Map View
CLU/KL-886,Satbhog Overseas,Assandh,Warehouse,Rice Mill & Godown,10622.9sqm.,Karnal,05/02/2018,--,2018,39,Map View
CLU/KL-899,Smt. Luxmi Devi W/o Sh. Ranjeet Singh,Karnal,Warehouse,Rice Mill (without boiler),4046.82sqm.,Karnal,08/03/2018,--,2018,82,Map View
CLU/KL-900,"Jai Hanuman Rice and General Mills, Sh. Hari Krishan-Surender S/o Sh. Jagdish Parsad",Gharaunda,Warehouse,Rice Mill (Rice Huller without Boiler),20866.4sqm.,Karnal,22/02/2018,--,2018,59,Map View
CLU/KL-901,Sh. Rakesh and Ajay Kumar Ss/o Bachan Lal,ACA Gharaunda,Industrial,Industrial Unit,6368.64sqm.,Karnal,12/02/2018,--,2018,52,Map View
CLU/KL-905,Sh. Surender Pal Singh S/o Dalip Singh,Nilokheri-Taraori,Commercial,Petrol Pump of Reliance Industries Ltd.,4658.96sqm.,Karnal,29/01/2018,--,2018,35,Map View
CLU/KL-907,Sh. Rajesh S/o Sh. Om Prakash & Sh. Yajvinder Lather S/o Sh. Sukhbir Singh Lather,Karnal,Commercial,Restaurant (Commercial),2938.56sqm.,Karnal,15/01/2018,--,2018,15,Map View
CLU/KL-910,Sh. Jatin Taluja S/o Sundar Taluja,Karnal,Commercial,Dhaba,1577.35sqm.,Karnal,29/01/2018,--,2018,33,Map View
CLU/KL-912,Sh. Ravi Kamal S/o Sh. Ujjagar Singh,Nilokheri-Taraori,Warehouse,LPG Godown,2807.48sqm.,Karnal,07/02/2018,--,2018,47,Map View
CLU/KL-914,VDM Educational Society,Nilokheri-Taraori,Institutional,Middle School,5488.5sqm.,Karnal,21/03/2018,--,2018,98,Map View
CLU/KL-916,"S/Sh. Mahender Kumar, Anil Kumar Ss/o Sh. Ved Parkash, Smt. Santosh Rani W/o Sh. Mahender Kumar",Assandh,Commercial,Motel without Banquet Facility,5116.79sqm.,Karnal,01/05/2018,--,2018,138,Map View
CLU/KL-918,Smt. Kamlesh Singla W/o Sh. Raj Kumar,Karnal,Commercial,Dhaba,1017.32sqm.,Karnal,18/05/2018,--,2018,151,Map View
CLU/KL-922,Life Counts Now,Gharaunda,Institutional,Higher Secondary School with Residential Facility,16162sqm.,Karnal,18/09/2018,--,2018,228,Map View
CLU/KL-925,"Manav Vikas Charitable Trust, Th. Sh. Husan Pal Singh, President",Nilokheri-Taraori,Institutional,Sr. Sec. School,11179.3sqm.,Karnal,04/05/2018,--,2018,141,Map View
CLU/KL-927,"S/Sh. Ombir Singh, Ishwar Singh, Rishpal & Krishan Lal Ss/o Sh. Mehar Singh",Nilokheri-Taraori,Industrial,Industrial Unit,7258.99sqm.,Karnal,21/05/2018,--,2018,154,Map View
CLU/KL-930,"Smt. Satwanti Devi W/o Sh. Surjeet Singh, Smt. Saroj Devi W/o Baljeet Singh, Smt. Poonam Devi W/o Sh. Kuldeep Singh, Smt. Geeta Devi W/o Sh. Kulbir Singh, Smt. Sunita Devi W/o Sh. Satpal Singh",Nilokheri-Taraori,Industrial,Industrial Unit,4890sqm.,Karnal,20/11/2018,--,2018,272,Map View
CLU/KL-935,SVT Exports,Nilokheri-Taraori,Warehouse,Rice Mill (Sortex plant only),4072.11sqm.,Karnal,23/10/2018,--,2018,258,Map View
CLU/KL-873,EBRO India Pvt. Ltd.,"Village Takhana, Nilokheri",Warehouse,Rice Mill,64549.1sqm.,Karnal,10/05/2019,--,2019,118,Map View
CLU/KL-928,Reliance Industries Limited,Village Kohand,Commercial,Commercial,6057.86sqm.,Karnal,16/10/2019,--,2019,271,Map View
CLU/KL-928B,Reliance Industries Pvt. Limited,Village Kohand,Commercial,Commercial,6057.86sqm.,Karnal,15/11/2019,--,2019,302,Map View
CLU/KL-929,Smt. Vijay Laxmi W/o Sh. Narinder Kumar,"Part-V, Karnal",Commercial,Restaurant,2053.75sqm.,Karnal,15/02/2019,--,2019,63,Map View
CLU/KL-933,Sh. Abhimanyu Narwal S/o Sh. Om Parkash,ACA Karnal,Warehouse,Warehouse for storage of agriculture produce,12473.6sqm.,Karnal,21/01/2019,--,2019,23,Map View
CLU/KL-936,Sh. Ravinder Kumar Gulati S/o Sh. Om Parkash and others,Village Kohand,Commercial,Dhaba,2073.7sqm.,Karnal,30/05/2019,--,2019,143,Map View
CLU/KL-937,Prithviraj Chauhan Memorial Educational Society,Gharaunda,Institutional,Institutional (Sr. Sec. School),10825.3sqm.,Karnal,25/03/2019,--,2019,108,Map View
CLU/KL-938,Sh. Mayank Ashri S/o Suresh Kumar,Nilokheri-Taraori,Industrial,"Industrial Unit(Repair/maintenance of Desel Pump, Tyres and Tube reiterating without boiler)",3212.19sqm.,Karnal,15/01/2019,--,2019,10,Map View
CLU/KL-939,Sh. Amit Kumar Yadav & Sh. Bhupinder Yadav,Gharaunda,Commercial,CNG Filling Station,1750sqm.,Karnal,08/03/2019,--,2019,99,Map View
CLU/KL-941,Viney Goel S/o Sh. Ved Parkash Goel,Village Goghripur,Warehouse,LPG Gas Godown,1448sqm.,Karnal,24/05/2019,--,2019,121,Map View
CLU/KL-943,Sh. Parveen Kumar S/o Sh. Jai Ram,Village Pakhana,Warehouse,Rice Mill,20234.1sqm.,Karnal,24/05/2019,--,2019,119,Map View
CLU/KL-944,Floors and More,Village Kohand,Warehouse,Warehouse (Carpet & Handloom Storage Unit),12263sqm.,Karnal,24/05/2019,--,2019,138,Map View
CLU/KL-945,Smt. Shalini Gupta W/o Sh. Sandeep Kumar,Karnal,Commercial,Banquet Hall,10212.3sqm.,Karnal,19/03/2019,--,2019,106,Map View
CLU/KL-948,Vinod Kumar Garg,Village Garhi Multan,Warehouse,Warehouse,39532.7sqm.,Karnal,10/12/2019,--,2019,322,Map View
CLU/KL-949,Gurjinder Singh,Village Salaroo,Warehouse,Warehouse,9400sqm.,Karnal,13/09/2019,--,2019,205,Map View
CLU/KL-950,Mohandeep,Village Kutail,Commercial,Commercial,2067.36sqm.,Karnal,02/12/2019,--,2019,315,Map View
CLU/KL-952,Hindustan Fabricator & Contractors,Village Begampur,Industrial,Industrial Unit,6122.9sqm.,Karnal,14/09/2019,--,2019,216,Map View
CLU/KL-954,Sourav Garg,Village Samana Bhau,Commercial,Commercial,1575sqm.,Karnal,13/09/2019,--,2019,203,Map View
CLU/KL-955,Nature Power Lab LLP,Village Malakpur,Commercial,Commercial,1575sqm.,Karnal,16/09/2019,--,2019,221,Map View
CLU/KL-957,P.A.R.K. Industries Pvt. Ltd.,Village Begampur,Industrial,Industrial Unit,19469sqm.,Karnal,13/12/2019,--,2019,330,Map View
CLU/KL-960,Manju Devi,Village Kohand,Commercial,Retail Outel,2530.09sqm.,Karnal,09/12/2019,--,2019,321,Map View
CLU/KL-942,Nisha Singla W/o Ankur Singla,Village Shekhpura,Commercial,Commercial,1240.31sqm.,Karnal,18/05/2020,--,2020,113,Map View
CLU/KL-961,Anil Kumar Bhatia,Village Kohand,Commercial,Commercial,932.219sqm.,Karnal,20/03/2020,--,2020,87,Map View
CLU/KL-963,Naresh Kumar S/o Dhan Singh,Villagr Malakpur,Commercial,Dhaba,1439.02sqm.,Karnal,14/09/2020,--,2020,219,Map View
CLU/KL-964,Santosh W/o Tejbir Singh,Village Naurta,Commercial,Commercial,1484.45sqm.,Karnal,11/07/2020,--,2020,150,Map View
CLU/KL-965,Mohsin Choudhary,Village Machuri,Commercial,Commercial,1134.56sqm.,Karnal,07/02/2020,--,2020,50,Map View
CLU/KL-966,Mamta Rani,Village Phurlak,Commercial,Commercial,1279sqm.,Karnal,07/02/2020,--,2020,49,Map View
CLU/KL-968,Hindu Shiksha Samiti,Village Gangar,Institutional,Institutional,8624.79sqm.,Karnal,06/10/2020,--,2020,239,Map View
CLU/KL-972,Varun S/o Virender,Village Manak Majra,Commercial,Retail Outlet,2612.72sqm.,Karnal,14/09/2020,--,2020,218,Map View
CLU/KL-1004A,RAM RATTAN AGRO PRODUCTS PRIVATE LIMITED,Barna,Commercial,Dhaba,4041.0 sqm,Karnal,08/03/2021,--,2021,76,Map View
CLU/KL-1050A,ANIL KUMAR RANA,Garhi maltan,Commercial,Dhaba,1578.2 sqm,Karnal,08/04/2021,--,2021,124,Map View
CLU/KL-1052A,Kuldeep Singh,Samana bahu,Commercial,Dhaba,3752.5 sqm,Karnal,22/10/2021,--,2021,385,Map View
CLU/KL-1058A,INDRAPRASTHA GAS LIMITED,Kond,Commercial,CNG Station,3035.1 sqm,Karnal,20/08/2021,--,2021,221,Map View
CLU/KL-1060A,RAM CHNADER,Dadupur,Commercial,Dhaba,928.02 sqm,Karnal,19/04/2021,--,2021,136,Map View
CLU/KL-1061A,Jagir Singh,Manaka majra,Commercial,Retail Outlet,2496.8 sqm,Karnal,10/05/2021,--,2021,151,Map View
CLU/KL-1062A,Sh. Krishan Kumar,Manaka majra,Commercial,Petrol Pump,2745.4 sqm,Karnal,24/11/2021,--,2021,457,Map View
CLU/KL-1065A,Swastik RMC,Kurtail,Industrial,RMC Plant,2796.1 sqm,Karnal,22/10/2021,--,2021,383,Map View
CLU/KL-1067A,VEENU BAJAJ,Garhi maltan,Industrial,Industrial unit,9762.95 sqm,Karnal,27/09/2021,--,2021,318,Map View
CLU/KL-1068A,GOURAV KALYAN,Kurtail,Commercial,Display-cum-Service Garage,2075.99 sqm,Karnal,11/08/2021,--,2021,213,Map View
CLU/KL-1070A,DORTE,Sohana,Industrial,Manufacturing Industry,9838.8 sqm,Karnal,20/09/2021,--,2021,275,Map View
CLU/KL-1071A,MS ROYAL ENCLAVE,Khanda kheri,Commercial,Banquet Hall,12545.1 sqm,Karnal,09/10/2021,--,2021,341,Map View
CLU/KL-1074A,DHABA,Barna,Commercial,Dhaba,2018.9 sqm,Karnal,22/10/2021,--,2021,384,Map View
CLU/KL-1075A,MANJEET KUMAR,Samana bahu,Commercial,CNG Station,2499.7 sqm,Karnal,20/09/2021,--,2021,279,Map View
CLU/KL-1076A,RAVINDER MANN,Ghoghripur,Commercial,Display-cum-Service Garage,627 sqm,Karnal,06/12/2021,--,2021,473,Map View
CLU/KL-1077A,Gurinder Singh Gill,Nawal,Warehouse,HAFED Godown,28298.84 sqm,Karnal,21/06/2021,--,2021,176,Map View
CLU/KL-1078A,DHEERAJ KUMAR NEERAJ KUMAR SACHIN KUMAR,Janesran,Industrial,Agro Based Industry,3412.1 sqm,Karnal,09/10/2021,--,2021,342,Map View
CLU/KL-1082A,VIPIN KHANNA NITIN KHANNA,PINGLI,Industrial,Industrial unit,10370 sqm,Karnal,06/12/2021,--,2021,474,Map View
CLU/KL-946A,Sh Satpal Son of Sh Jeet Ram,Gudha,Commercial,Retail Outlet,48 sqm,Karnal,18/03/2021,--,2021,87,Map View
CLU/KL-956C,Annu Bansal,Basdhara,Commercial,Petrol Pump,5969.1 sqm,Karnal,20/12/2021,--,2021,518,Map View
CLU/KL-973A,LOVENISH TANWAR,Sandhir,Industrial,Industrial unit,2529.2 sqm,Karnal,14/10/2021,--,2021,360,Map View
CLU/KL-974A,KAMAL CHAUDHARY AND NEERAJ,Nilokheri (town),Commercial,Petrol Pump,1544.5 sqm,Karnal,20/08/2021,--,2021,222,Map View
CLU/KL-975A,Vinay Goyat,Badheri,Commercial,Petrol Pump,202 sqm,Karnal,27/09/2021,--,2021,316,Map View
CLU/KL-976A,Shalini Gupta,Kurtail,Commercial,Retail Outlet,1839.96 sqm,Karnal,07/01/2021,--,2021,6,Map View
CLU/KL-977A,Rajindra Vaishno Dhaba,Malikpur,Commercial,Dhaba,3240.2 sqm,Karnal,25/06/2021,--,2021,188,Map View
CLU/KL-978A,TANNA AGRO IMPEX PVT LTD,Basdhara,Warehouse,Warehouse Agro Based,7290.08 sqm,Karnal,22/01/2021,--,2021,40,Map View
CLU/KL-979A,RAJESH GOEL,Kurtail,Recreational,Recreational Use,9890.2 sqm,Karnal,07/01/2021,--,2021,14,Map View
CLU/KL-983A,DILBAG SINGH,Jundla,Commercial,Retail Outlet,1745 sqm,Karnal,18/12/2021,--,2021,512,Map View
CLU/KL-1002A,VIJAY,Assandh,Industrial,Agro Based Industry,22546.3 sqm,Karnal,14/01/2022,--,2022,37,Map View
CLU/KL-1048A,NAND KISHOR,Basdhara,Commercial,Dhaba,1406.5 sqm,Karnal,20/05/2022,--,2022,278,Map View
CLU/KL-1066A,SHREE VINAYAK COTTEX,Harisinghpura,Warehouse,Warehouse Agro Based,8435.1 sqm,Karnal,10/09/2022,--,2022,550,Map View
CLU/KL-1078B,DHEERAJ AND OTHERS,Janesran,Industrial,Rice Mill,1573.7 sqm,Karnal,10/09/2022,--,2022,536,Map View
CLU/KL-1079A,Paramjeet Singh,Shahjanpur,Commercial,Petrol Pump,122 sqm,Karnal,13/05/2022,--,2022,247,Map View
CLU/KL-1080A,POONAM SINGH,Nawal,Industrial,Industrial unit,1188.7 sqm,Karnal,13/10/2022,--,2022,613,Map View
CLU/KL-1081A,RAJINDER AND RAKESH,Matak majri,Industrial,Industrial unit,3288.0 sqm,Karnal,08/03/2022,--,2022,120,Map View
CLU/KL-1084A,AMRIT KAUR,Pundrak,Industrial,Industrial unit,1011.7 sqm,Karnal,07/11/2022,--,2022,636,Map View
CLU/KL-1088A,KHARAK SINGH PAL AUTH SIGN SATISH CHOPRA,Kond,Warehouse,Warehouse Agro Based,8960.7 sqm,Karnal,28/03/2022,--,2022,146,Map View
CLU/KL-1089A,MADHU SINGH,Pundrak,Industrial,Agro Based Industry,1686.1 sqm,Karnal,22/06/2022,--,2022,338,Map View
CLU/KL-1090A,NARENDER AJAY GOODRICH,Kurtail,Commercial,Restaurant,2000.0 sqm,Karnal,26/08/2022,--,2022,510,Map View
CLU/KL-1093A,RSG Logistics & Services,Ghoghripur,Warehouse,Warehouse Agro Based,14985.8 sqm,Karnal,01/04/2022,--,2022,169,Map View
CLU/KL-1098A,ANIL KUMAR BHATIA,Kond,Commercial,Restaurant,932.21 sqm,Karnal,29/11/2022,--,2022,672,Map View
CLU/KL-1100A,R.S. Overseas,Sandhir,Industrial,Agro Based Industry,6019.7 sqm,Karnal,30/05/2022,--,2022,304,Map View
CLU/KL-1103A,USHA KIRAN WIFE OF SH.RAKESH KUMAR,Garhi maltan,Industrial,Agro Based Industry,26405.5 sqm,Karnal,18/08/2022,--,2022,494,Map View
CLU/KL-1105A,Vipin Mann Son of Sh. Bhagat Singh Mann,Ghoghripur,Commercial,Banquet Hall,9611.3 sqm,Karnal,28/03/2022,--,2022,152,Map View
CLU/KL-1106A,Aggarwal Foods,Narayana,Warehouse,Food Grain Godown,18893. sqm,Karnal,15/07/2022,--,2022,405,Map View
CLU/KL-1108A,GREENFIELD PURE INDIA,Mohi dinpur,Industrial,Rice Mill,19627.2 sqm,Karnal,03/05/2022,--,2022,218,Map View
CLU/KL-1110A,SH NEERAJ GUPTA SO SH.ANIL KUMAR GUPTA,Narayana,Industrial,Industrial unit,11584.1 sqm,Karnal,20/05/2022,--,2022,285,Map View
CLU/KL-1116A,RAJ KUMAR AND BHARAT BHUSHAN,Naurata,Industrial,Rice Mill,6677.2 sqm,Karnal,27/04/2022,--,2022,212,Map View
CLU/KL-1119A,NAKSHTRA BIOFUELS PVT LTD,Kadrabad,Industrial,Industrial unit,40822.7 sqm,Karnal,19/07/2022,--,2022,411,Map View
CLU/KL-1122A,PREM GANGA TECH SERVICES PVT LTD,Padhana,Commercial,CNG Station,5865.2 sqm,Karnal,26/07/2022,--,2022,425,Map View
CLU/KL-1124A,MS GOVIND JEE PVT LTD,Sandhir,Industrial,Milk Processing Plant,12089.8 sqm,Karnal,16/08/2022,--,2022,479,Map View
CLU/KL-1125A,Panipat Rugs Private Limited,Garhi maltan,Industrial,Industrial unit,48005.4 sqm,Karnal,16/08/2022,--,2022,477,Map View
CLU/KL-1126A,SUMAN DEVI & BABITA DEVI,Assandh,Industrial,Rice Mill,11137.1 sqm,Karnal,19/07/2022,--,2022,409,Map View
CLU/KL-1133A,"Ashish ,Rakesh, Ujjaldeep and Dilpreet",Basdhara,Commercial,Restaurant,1899.2 sqm,Karnal,22/10/2022,--,2022,623,Map View
CLU/KL-1135A,Inderpal Singh and Gurbaksh Singh,Pundrak,Commercial,Petrol Pump,1907.13 sqm,Karnal,09/12/2022,--,2022,700,Map View
CLU/KL-1136A,Ishaan Juneja,Kunjpura,Industrial,Manufacturing Industry,7991.6 sqm,Karnal,10/09/2022,--,2022,537,Map View
CLU/KL-1140A,Mohsin Choudhary,Padhana,Commercial,Petrol Pump,1660.0 sqm,Karnal,12/08/2022,--,2022,476,Map View
CLU/KL-1144A,Arbind,Garhi maltan,Industrial,Industrial unit,10825.2 sqm,Karnal,01/12/2022,--,2022,675,Map View
CLU/KL-1145A,MS VISHNU OVERSEAS,Pakhana,Industrial,Rice Mill,11002.2 sqm,Karnal,13/10/2022,--,2022,605,Map View
CLU/KL-1146A,Brij Kumar Sharma and Vijay Sharma,Nawal,Commercial,Banquet Hall,11014.9 sqm,Karnal,01/12/2022,--,2022,676,Map View
CLU/KL-1153A,Bhagwanti,Sandhir,Industrial,Rice Mill,3996.2 sqm,Karnal,18/12/2022,--,2022,709,Map View
CLU/KL-825B,Rupinder Pal Singh,Samana bahu,Commercial,Retail Outlet,1475.4 sqm,Karnal,05/04/2022,--,2022,177,Map View
CLU/KL-943B,SH PARVEEN KUMAR SON OF SH JAI KUMAR,Pakhana,Industrial,Rice Mill,20234. sqm,Karnal,24/11/2022,--,2022,666,Map View
CLU/KL-943C,PARVEEN KUMAR SON OF JAI KUMAR,Pakhana,Industrial,Rice Mill,14644.4 sqm,Karnal,13/10/2022,--,2022,608,Map View
CLU/KL-956B,ANNU BANSAL,Basdhara,Commercial,Banquet Hall,15180.9 sqm,Karnal,19/04/2022,--,2022,202,Map View
CLU/KL-980A,RAJESH GOEL,Kurtail,Warehouse,Warehouse Agro Based,25825.5 sqm,Karnal,23/02/2022,--,2022,102,Map View
CLU/KL-980B,RAJESH GOEL,Kurtail,Warehouse,Logistic and Multi-purpose,2140.9 sqm,Karnal,13/05/2022,--,2022,238,Map View
CLU/KL-982A,TANNA AGRO IMPEX PVT LTD,Gharaunda,Industrial,Rice Mill,29752.8 sqm,Karnal,17/06/2022,--,2022,328,Map View
clu/kl-1087,sh. virender singh s/o sh. bhupender singh,basdhara,commercial,dhaba,3085.72,karnal,29/11/2022,--,2022,671,Map View
CLU/KL-1101A,Amit Dua So Sh. Om Prakash Dua,Basdhara,Industrial,Industrial unit,7360.2 sqm,Karnal,28/04/2023,--,2023,171,Map View
CLU/KL-1111A,SH PANKAJ SON OF SH SIRI NARAYAN,Dabarki,Industrial,Agro Based Industry,18875.7 sqm,Karnal,06/09/2023,--,2023,462,Map View
CLU/KL-1113A,AMIT DUA,Basdhara,Industrial,Industrial unit,4653.8 sqm,Karnal,24/06/2023,--,2023,325,Map View
CLU/KL-1114A,ROHIT GROVER,Kunjpura,Industrial,Manufacturing Industry,5563.8 sqm,Karnal,15/06/2023,--,2023,292,Map View
CLU/KL-1123A,MS DWARKA DHISH ASSOCIATES,SALARU,Industrial,Industrial unit,2640.1 sqm,Karnal,13/02/2023,--,2023,51,Map View
CLU/KL-1130A,VARINDER AND MEHTAB SINGH,Dabarki,Industrial,Cold Storage,8683.8 sqm,Karnal,11/10/2023,--,2023,539,Map View
CLU/KL-1132A,HARISH CHOPRA,Mirgain,Industrial,Industrial unit,20778.6 sqm,Karnal,24/06/2023,--,2023,322,Map View
CLU/KL-1134A,RAJ BALA WO SH DHRAMBEER SANDHU,Manaka majra,Commercial,Dhaba,999.59 sqm,Karnal,13/02/2023,--,2023,46,Map View
CLU/KL-1137A,SH.GIRDHARI LAL S/O SH. HARI CHAND,Janesran,Industrial,Industrial unit,7660.8 sqm,Karnal,01/07/2023,--,2023,332,Map View
CLU/KL-1140A,Mohsin Choudhary,Padhana,Commercial,Petrol Pump,1660.0 sqm,Karnal,16/02/2023,--,2023,58,Map View
CLU/KL-1143A,SHYAM SUNDER & PANDIT SHUBHAM SHARMA,Gharaunda,Industrial,Industrial unit,6146.1 sqm,Karnal,07/08/2023,--,2023,413,Map View
CLU/KL-1150A,SMT.RAJNI VAID W/O SH.RAJEEV VAID,Samana bahu,Industrial,Industrial unit,5817.3 sqm,Karnal,01/06/2023,--,2023,250,Map View
CLU/KL-1151A,VISHAL SHEELA AND SANYAM,Barna,Commercial,Dhaba,1036.5 sqm,Karnal,28/04/2023,--,2023,170,Map View
CLU/KL-1159A,MS FLOORS AND MORE,Alipur khalsa,Industrial,Industrial unit,9762.9 sqm,Karnal,11/10/2023,--,2023,545,Map View
CLU/KL-1163A,V.K. Industries,Gangar,Industrial,Agro Based Industry,3363.9 sqm,Karnal,01/04/2023,--,2023,100,Map View
CLU/KL-1168A,VIJAY KUMAR AND NAVDEEP LUTHRA,Shekhanpur,Industrial,Industrial unit,4122.7 sqm,Karnal,24/05/2023,--,2023,220,Map View
CLU/KL-1170A,MEENA KUMARI WIFE OF BHIM SINGH,Assandh,Commercial,Retail Outlet,1264.6 sqm,Karnal,14/11/2023,--,2023,623,Map View
CLU/KL-1182A,Parshotam Singh Green Fuels,Nawal,Commercial,CNG Station,2555.3 sqm,Karnal,24/08/2023,--,2023,440,Map View
CLU/KL-1183A,MS CDP ALLIED,Ranwar,Industrial,Industrial unit,18008.3 sqm,Karnal,05/06/2023,--,2023,260,Map View
CLU/KL-1194A,NARINDER SINGH AND AMARJIT SINGH,Mirgain,Industrial,Industrial unit,5078.2 sqm,Karnal,05/12/2023,--,2023,648,Map View
CLU/KL-1203A,Parveen,Basdhara,Industrial,Rice Mill,11179.3 sqm,Karnal,15/11/2023,--,2023,628,Map View
CLU/KL-1212A,MS AGGARWAL FOODS2,Narayana,Industrial,Industrial unit,18148.6 sqm,Karnal,08/11/2023,--,2023,606,Map View
CLU/KL-1214A,MS SHIV CHARAN OVERSEAS,Pakhana,Industrial,Industrial unit,16086.1 sqm,Karnal,15/10/2023,--,2023,553,Map View
CLU/KL-1217A,KRISHNA VISHNU GOEL & OTHER,Pakhana,Industrial,Rice Mill,9838.8 sqm,Karnal,14/11/2023,--,2023,618,Map View
CLU/KL-1220A,Morvinandan Agro Foods,Narayana,Industrial,Agro Based Industry,9317.7 sqm,Karnal,13/12/2023,--,2023,669,Map View
CLU/KL-825C,Rupinder Pal Singh,Samana bahu,Commercial,Hotel With Banquet facilities,2998.58 sqm,Karnal,05/12/2023,--,2023,649,Map View
CLU/KL-932A,Ram,Pakhana,Industrial,Agro Based Industry,9209.1 sqm,Karnal,04/08/2023,20/37/2025,2023,396,Map View
CLU/KL-967A,MB GEETA EDUCATION SOCIETY,Malikpur,Institutional,Middle School,4122.7 sqm,Karnal,13/05/2023,--,2023,198,Map View
CLU/KL-1093B,Anushk,Ghoghripur,Warehouse,Warehouse Agro Based,8675.3 sqm,Karnal,16/12/2024,--,2024,473,Map View
CLU/KL-1197A,Ms N.R. Overseas Karnal,Amritpur kalan,Industrial,Rice Mill,18387.8 sqm,Karnal,20/06/2024,--,2024,205,Map View
CLU/KL-1202A,SANJAY JINDAL,Taraori,Industrial,Rice Mill,5134.4 sqm,Karnal,18/01/2024,--,2024,26,Map View
CLU/KL-1206A,JAGATBIR SINGH SALAUJA,Pipliwali,Residential,Farm house,5842.6 sqm,Karnal,28/06/2024,--,2024,220,Map View
CLU/KL-1208A,MS CAPITAL FEEDS PVT LTD AND OTHERS,Nawal,Industrial,Industrial unit,21088.8 sqm,Karnal,14/03/2024,--,2024,150,Map View
CLU/KL-1213A,Vikram Energy,Butana,Commercial,CNG Station,1536.2 sqm,Karnal,13/02/2024,--,2024,73,Map View
CLU/KL-1216A,SNG TUBING AND COILS SOLUTION,Jor majra khurd,Industrial,Manufacturing Industry,3122.23 sqm,Karnal,16/07/2024,--,2024,259,Map View
CLU/KL-1218A,MADHU BANSAL,Nalvi kalan,Industrial,Industrial unit,4046.8 sqm,Karnal,20/02/2024,--,2024,94,Map View
CLU/KL-1224A,Smt Rinkal,Shekhanpur,Industrial,Industrial unit,4957.3 sqm,Karnal,13/02/2024,--,2024,78,Map View
CLU/KL-1229A,PARVEEN MEHTA,Naurata,Commercial,Dhaba,1010.8 sqm,Karnal,20/02/2024,--,2024,99,Map View
CLU/KL-1231A,VISHAL AND OTHERS,Barna,Commercial,Dhaba,3000.4 sqm,Karnal,14/06/2024,--,2024,188,Map View
CLU/KL-1240A,Parveen and Aman,Jabhala,Commercial,Petrol Pump,2922.6 sqm,Karnal,18/03/2024,--,2024,165,Map View
CLU/KL-1247A,MANU CHAWLA,Kurtail,Commercial,Banquet Hall,14540. sqm,Karnal,28/06/2024,--,2024,215,Map View
CLU/KL-1249A,SANDEEP KUMAR AND ANURADHA,Kalheri,Industrial,Industrial unit,12393.50 sqm,Karnal,14/08/2024,--,2024,315,Map View
CLU/KL-1252A,MS PERFECT BREW OVERSEAS,Mahmadpur,Industrial,Industrial unit,6095.78 sqm,Karnal,05/12/2024,--,2024,448,Map View
CLU/KL-1253A,RISHI PAL AND KANTA DEVI,Kalwaheri,Industrial,Industrial unit,4350.3 sqm,Karnal,18/11/2024,--,2024,393,Map View
CLU/KL-1254A,REETA RANI AND BIS KAUR,Assandh,Industrial,Industrial unit,3889.5 sqm,Karnal,14/08/2024,--,2024,313,Map View
CLU/KL-1260A,POONAM CHAUDHARY,Kond,Commercial,Retail Outlet,2999.39 sqm,Karnal,07/08/2024,--,2024,305,Map View
